"DateTime","(deg F) Mean Temperature (CFSR) at California, 2010-01-01 to 2019-03-14"
"2010-09-11:12 AM",67.0699
"2010-09-12:12 AM",68.936
"2010-09-13:12 AM",68.0653
"2010-09-14:12 AM",67.4011
"2010-09-15:12 AM",67.4937
"2010-09-16:12 AM",68.7916
"2010-09-17:12 AM",68.1955
"2010-09-18:12 AM",67.9231
"2010-09-19:12 AM",65.3992
"2010-09-20:12 AM",65.9527
"2010-09-21:12 AM",63.9774
"2010-09-22:12 AM",60.307
"2010-09-23:12 AM",62.9098
"2010-09-24:12 AM",69.1479
"2010-09-25:12 AM",74.0253
"2010-09-26:12 AM",75.0922
"2010-09-27:12 AM",78.2469
"2010-09-28:12 AM",78.1286
"2010-09-29:12 AM",77.3847
"2010-09-30:12 AM",74.9143
"2010-10-01:12 AM",73.4488
"2010-10-02:12 AM",70.7864
"2010-10-03:12 AM",67.059
"2010-10-04:12 AM",59.7173
"2010-10-05:12 AM",56.0955
"2010-10-06:12 AM",56.5122
"2010-10-07:12 AM",55.0105
"2010-10-08:12 AM",58.8967
"2010-10-09:12 AM",63.4548
"2010-10-10:12 AM",68.0191
"2010-10-11:12 AM",68.5569
"2010-10-12:12 AM",69.3648
"2010-10-13:12 AM",70.2379
"2010-10-14:12 AM",70.3553
"2010-10-15:12 AM",68.484
"2010-10-16:12 AM",65.2771
"2010-10-17:12 AM",59.679
"2010-10-18:12 AM",58.3405
"2010-10-19:12 AM",61.1733
"2010-10-20:12 AM",59.8332
"2010-10-21:12 AM",56.2397
"2010-10-22:12 AM",54.6544
"2010-10-23:12 AM",53.3082
"2010-10-24:12 AM",55.6761
"2010-10-25:12 AM",53.8205
"2010-10-26:12 AM",50.562
"2010-10-27:12 AM",50.0814
"2010-10-28:12 AM",54.4091
"2010-10-29:12 AM",55.4166
"2010-10-30:12 AM",51.9937
"2010-10-31:12 AM",52.5502
"2010-11-01:12 AM",57.6423
"2010-11-02:12 AM",62.544
"2010-11-03:12 AM",65.3502
"2010-11-04:12 AM",66.643
"2010-11-05:12 AM",64.818
"2010-11-06:12 AM",59.236
"2010-11-07:12 AM",52.6804
"2010-11-08:12 AM",48.09
"2010-11-09:12 AM",44.9901
"2010-11-10:12 AM",47.0872
"2010-11-11:12 AM",47.5506
"2010-11-12:12 AM",49.687
"2010-11-13:12 AM",51.7188
"2010-11-14:12 AM",55.6122
"2010-11-15:12 AM",57.7477
"2010-11-16:12 AM",55.4234
"2010-11-17:12 AM",53.537
"2010-11-18:12 AM",52.5688
"2010-11-19:12 AM",49.3236
"2010-11-20:12 AM",44.3215
"2010-11-21:12 AM",41.3053
"2010-11-22:12 AM",40.5072
"2010-11-23:12 AM",40.4422
"2010-11-24:12 AM",37.4689
"2010-11-25:12 AM",36.9151
"2010-11-26:12 AM",39.9634
"2010-11-27:12 AM",40.9458
"2010-11-28:12 AM",38.6114
"2010-11-29:12 AM",36.8852
"2010-11-30:12 AM",40.1175
"2010-12-01:12 AM",44.1255
"2010-12-02:12 AM",47.176
"2010-12-03:12 AM",48.4561
"2010-12-04:12 AM",48.441
"2010-12-05:12 AM",48.8246
"2010-12-06:12 AM",49.3012
"2010-12-07:12 AM",49.1171
"2010-12-08:12 AM",48.9438
"2010-12-09:12 AM",51.2145
"2010-12-10:12 AM",52.0056
"2010-12-11:12 AM",52.4736
"2010-12-12:12 AM",53.9919
"2010-12-13:12 AM",52.7103
"2010-12-14:12 AM",49.8621
"2010-12-15:12 AM",44.7771
"2010-12-16:12 AM",41.7276
"2010-12-17:12 AM",41.4775
"2010-12-18:12 AM",47.1369
"2010-12-19:12 AM",47.4107
"2010-12-20:12 AM",43.7355
"2010-12-21:12 AM",43.4907
"2010-12-22:12 AM",45.5756
"2010-12-23:12 AM",43.7027
"2010-12-24:12 AM",44.832
"2010-12-25:12 AM",45.3679
"2010-12-26:12 AM",43.2261
"2010-12-27:12 AM",42.9494
"2010-12-28:12 AM",43.3195
"2010-12-29:12 AM",41.9787
"2010-12-30:12 AM",35.2773
"2010-12-31:12 AM",33.5415
"2011-01-01:12 AM",34.3238
"2011-01-02:12 AM",35.8484
"2011-01-03:12 AM",36.3801
"2011-01-04:12 AM",35.6913
"2011-01-05:12 AM",37.3093
"2011-01-06:12 AM",40.2469
"2011-01-07:12 AM",40.9131
"2011-01-08:12 AM",39.8734
"2011-01-09:12 AM",36.5947
"2011-01-10:12 AM",34.515
"2011-01-11:12 AM",37.5813
"2011-01-12:12 AM",43.0884
"2011-01-13:12 AM",44.7845
"2011-01-14:12 AM",47.775
"2011-01-15:12 AM",50.2727
"2011-01-16:12 AM",51.4929
"2011-01-17:12 AM",53.1201
"2011-01-18:12 AM",50.8649
"2011-01-19:12 AM",48.1014
"2011-01-20:12 AM",46.4803
"2011-01-21:12 AM",48.1122
"2011-01-22:12 AM",49.4854
"2011-01-23:12 AM",48.3046
"2011-01-24:12 AM",47.937
"2011-01-25:12 AM",49.507
"2011-01-26:12 AM",49.0705
"2011-01-27:12 AM",49.0939
"2011-01-28:12 AM",47.748
"2011-01-29:12 AM",45.4968
"2011-01-30:12 AM",42.8337
"2011-01-31:12 AM",42.5673
"2011-02-01:12 AM",42.7946
"2011-02-02:12 AM",39.8151
"2011-02-03:12 AM",41.4257
"2011-02-04:12 AM",46.5102
"2011-02-05:12 AM",50.2407
"2011-02-06:12 AM",51.8164
"2011-02-07:12 AM",51.4522
"2011-02-08:12 AM",44.1869
"2011-02-09:12 AM",42.2262
"2011-02-10:12 AM",43.77
"2011-02-11:12 AM",46.2832
"2011-02-12:12 AM",49.7773
"2011-02-13:12 AM",48.711
"2011-02-14:12 AM",45.6262
"2011-02-15:12 AM",47.2395
"2011-02-16:12 AM",43.1625
"2011-02-17:12 AM",37.6428
"2011-02-18:12 AM",39.2713
"2011-02-19:12 AM",38.7644
"2011-02-20:12 AM",35.1585
"2011-02-21:12 AM",36.8758
"2011-02-22:12 AM",37.9083
"2011-02-23:12 AM",38.2923
"2011-02-24:12 AM",38.7775
"2011-02-25:12 AM",37.8968
"2011-02-26:12 AM",33.7856
"2011-02-27:12 AM",33.6832
"2011-02-28:12 AM",38.5817
"2011-03-01:12 AM",41.3856
"2011-03-02:12 AM",44.9564
"2011-03-03:12 AM",47.4973
"2011-03-04:12 AM",46.6954
"2011-03-05:12 AM",49.3947
"2011-03-06:12 AM",49.338
"2011-03-07:12 AM",45.4559
"2011-03-08:12 AM",45.4536
"2011-03-09:12 AM",50.5492
"2011-03-10:12 AM",51.0516
"2011-03-11:12 AM",50.1705
"2011-03-12:12 AM",48.0603
"2011-03-13:12 AM",49.2784
"2011-03-14:12 AM",52.088
"2011-03-15:12 AM",53.508
"2011-03-16:12 AM",51.4794
"2011-03-17:12 AM",46.2648
"2011-03-18:12 AM",44.5312
"2011-03-19:12 AM",40.8236
"2011-03-20:12 AM",42.478
"2011-03-21:12 AM",40.4193
"2011-03-22:12 AM",39.6273
"2011-03-23:12 AM",42.0373
"2011-03-24:12 AM",40.3615
"2011-03-25:12 AM",42.0699
"2011-03-26:12 AM",42.3313
"2011-03-27:12 AM",44.7505
"2011-03-28:12 AM",47.7901
"2011-03-29:12 AM",50.2741
"2011-03-30:12 AM",55.9794
"2011-03-31:12 AM",60.7453
"2011-04-01:12 AM",62.8475
"2011-04-02:12 AM",57.8318
"2011-04-03:12 AM",51.3574
"2011-04-04:12 AM",54.4996
"2011-04-05:12 AM",55.0281
"2011-04-06:12 AM",52.4235
"2011-04-07:12 AM",43.3186
"2011-04-08:12 AM",38.5918
"2011-04-09:12 AM",40.2742
"2011-04-10:12 AM",44.0728
"2011-04-11:12 AM",48.4626
"2011-04-12:12 AM",49.8231
"2011-04-13:12 AM",46.0123
"2011-04-14:12 AM",46.7818
"2011-04-15:12 AM",52.9308
"2011-04-16:12 AM",58.5982
"2011-04-17:12 AM",59.614
"2011-04-18:12 AM",55.6156
"2011-04-19:12 AM",55.1862
"2011-04-20:12 AM",53.3136
"2011-04-21:12 AM",52.6271
"2011-04-22:12 AM",51.4283
"2011-04-23:12 AM",50.2558
"2011-04-24:12 AM",52.3735
"2011-04-25:12 AM",51.7028
"2011-04-26:12 AM",51.5435
"2011-04-27:12 AM",54.417
"2011-04-28:12 AM",54.4921
"2011-04-29:12 AM",50.2264
"2011-04-30:12 AM",50.3832
"2011-05-01:12 AM",53.5237
"2011-05-02:12 AM",56.5632
"2011-05-03:12 AM",59.043
"2011-05-04:12 AM",63.59
"2011-05-05:12 AM",65.1886
"2011-05-06:12 AM",63.8478
"2011-05-07:12 AM",59.5485
"2011-05-08:12 AM",52.9459
"2011-05-09:12 AM",49.233
"2011-05-10:12 AM",52.4595
"2011-05-11:12 AM",55.8621
"2011-05-12:12 AM",59.2434
"2011-05-13:12 AM",60.6996
"2011-05-14:12 AM",55.974
"2011-05-15:12 AM",46.8766
"2011-05-16:12 AM",45.4159
"2011-05-17:12 AM",46.5253
"2011-05-18:12 AM",48.7049
"2011-05-19:12 AM",52.9761
"2011-05-20:12 AM",57.3442
"2011-05-21:12 AM",59.6916
"2011-05-22:12 AM",57.8426
"2011-05-23:12 AM",54.592
"2011-05-24:12 AM",54.7084
"2011-05-25:12 AM",56.1195
"2011-05-26:12 AM",54.7416
"2011-05-27:12 AM",56.9176
"2011-05-28:12 AM",54.4694
"2011-05-29:12 AM",49.8263
"2011-05-30:12 AM",51.8963
"2011-05-31:12 AM",54.3884
"2011-06-01:12 AM",52.6496
"2011-06-02:12 AM",51.7572
"2011-06-03:12 AM",54.1773
"2011-06-04:12 AM",55.7802
"2011-06-05:12 AM",57.0821
"2011-06-06:12 AM",55.2652
"2011-06-07:12 AM",58.7698
"2011-06-08:12 AM",60.5982
"2011-06-09:12 AM",63.2496
"2011-06-10:12 AM",63.856
"2011-06-11:12 AM",61.2734
"2011-06-12:12 AM",62.7415
"2011-06-13:12 AM",65.3029
"2011-06-14:12 AM",69.8529
"2011-06-15:12 AM",70.8278
"2011-06-16:12 AM",67.2868
"2011-06-17:12 AM",65.5878
"2011-06-18:12 AM",66.063
"2011-06-19:12 AM",66.9798
"2011-06-20:12 AM",71.1295
"2011-06-21:12 AM",75.4626
"2011-06-22:12 AM",75.3766
"2011-06-23:12 AM",72.1254
"2011-06-24:12 AM",69.0247
"2011-06-25:12 AM",68.1928
"2011-06-26:12 AM",69.0325
"2011-06-27:12 AM",70.6298
"2011-06-28:12 AM",67.0545
"2011-06-29:12 AM",62.5312
"2011-06-30:12 AM",64.9967
"2011-07-01:12 AM",71.6378
"2011-07-02:12 AM",75.6473
"2011-07-03:12 AM",76.0998
"2011-07-04:12 AM",75.0666
"2011-07-05:12 AM",75.5559
"2011-07-06:12 AM",75.8917
"2011-07-07:12 AM",75.3667
"2011-07-08:12 AM",74.995
"2011-07-09:12 AM",73.2376
"2011-07-10:12 AM",71.1081
"2011-07-11:12 AM",68.3155
"2011-07-12:12 AM",66.3244
"2011-07-13:12 AM",65.2505
"2011-07-14:12 AM",63.6188
"2011-07-15:12 AM",63.9543
"2011-07-16:12 AM",64.0503
"2011-07-17:12 AM",66.0875
"2011-07-18:12 AM",67.87
"2011-07-19:12 AM",71.0415
"2011-07-20:12 AM",72.0768
"2011-07-21:12 AM",72.3078
"2011-07-22:12 AM",71.7307
"2011-07-23:12 AM",71.9263
"2011-07-24:12 AM",71.9706
"2011-07-25:12 AM",71.6918
"2011-07-26:12 AM",71.9632
"2011-07-27:12 AM",72.3546
"2011-07-28:12 AM",74.4393
"2011-07-29:12 AM",74.836
"2011-07-30:12 AM",74.4103
"2011-07-31:12 AM",72.7282
"2011-08-01:12 AM",72.1407
"2011-08-02:12 AM",73.8109
"2011-08-03:12 AM",73.6543
"2011-08-04:12 AM",70.7513
"2011-08-05:12 AM",70.9821
"2011-08-06:12 AM",71.1612
"2011-08-07:12 AM",71.0155
"2011-08-08:12 AM",71.4628
"2011-08-09:12 AM",72.0615
"2011-08-10:12 AM",71.3698
"2011-08-11:12 AM",70.4611
"2011-08-12:12 AM",71.5413
"2011-08-13:12 AM",73.1934
"2011-08-14:12 AM",72.981
"2011-08-15:12 AM",72.2131
"2011-08-16:12 AM",72.0257
"2011-08-17:12 AM",72.9729
"2011-08-18:12 AM",74.3169
"2011-08-19:12 AM",72.0923
"2011-08-20:12 AM",69.6933
"2011-08-21:12 AM",69.2515
"2011-08-22:12 AM",70.8795
"2011-08-23:12 AM",74.8438
"2011-08-24:12 AM",76.663
"2011-08-25:12 AM",75.679
"2011-08-26:12 AM",76.5403
"2011-08-27:12 AM",77.6053
"2011-08-28:12 AM",77.1091
"2011-08-29:12 AM",75.8332
"2011-08-30:12 AM",72.9966
"2011-08-31:12 AM",70.4874
"2011-09-01:12 AM",70.457
"2011-09-02:12 AM",73.4176
"2011-09-03:12 AM",74.0844
"2011-09-04:12 AM",72.9158
"2011-09-05:12 AM",72.8605
"2011-09-06:12 AM",73.7787
"2011-09-07:12 AM",76.0519
"2011-09-08:12 AM",75.5015
"2011-09-09:12 AM",75.0551
"2011-09-10:12 AM",72.867
"2011-09-11:12 AM",67.734
"2011-09-12:12 AM",67.5887
"2011-09-13:12 AM",68.8687
"2011-09-14:12 AM",68.8863
"2011-09-15:12 AM",66.5064
"2011-09-16:12 AM",65.0566
"2011-09-17:12 AM",64.2299
"2011-09-18:12 AM",68.6998
"2011-09-19:12 AM",71.9161
"2011-09-20:12 AM",72.777
"2011-09-21:12 AM",73.2645
"2011-09-22:12 AM",73.6873
"2011-09-23:12 AM",74.6148
"2011-09-24:12 AM",70.8238
"2011-09-25:12 AM",64.1458
"2011-09-26:12 AM",64.5391
"2011-09-27:12 AM",69.2114
"2011-09-28:12 AM",72.2219
"2011-09-29:12 AM",72.5328
"2011-09-30:12 AM",69.9728
"2011-10-01:12 AM",66.1145
"2011-10-02:12 AM",64.915
"2011-10-03:12 AM",61.2788
"2011-10-04:12 AM",56.3108
"2011-10-05:12 AM",51.8448
"2011-10-06:12 AM",48.999
"2011-10-07:12 AM",51.4809
"2011-10-08:12 AM",56.3362
"2011-10-09:12 AM",58.4701
"2011-10-10:12 AM",58.0363
"2011-10-11:12 AM",62.6936
"2011-10-12:12 AM",65.1245
"2011-10-13:12 AM",67.8524
"2011-10-14:12 AM",68.34
"2011-10-15:12 AM",67.0197
"2011-10-16:12 AM",65.0885
"2011-10-17:12 AM",66.0214
"2011-10-18:12 AM",66.1741
"2011-10-19:12 AM",62.7906
"2011-10-20:12 AM",62.1372
"2011-10-21:12 AM",61.1593
"2011-10-22:12 AM",64.3082
"2011-10-23:12 AM",64.9297
"2011-10-24:12 AM",61.7011
"2011-10-25:12 AM",57.2742
"2011-10-26:12 AM",53.883
"2011-10-27:12 AM",54.1191
"2011-10-28:12 AM",55.9879
"2011-10-29:12 AM",58.2355
"2011-10-30:12 AM",60.7037
"2011-10-31:12 AM",60.1369
"2011-11-01:12 AM",56.0658
"2011-11-02:12 AM",53.4871
"2011-11-03:12 AM",50.1408
"2011-11-04:12 AM",43.5771
"2011-11-05:12 AM",39.8552
"2011-11-06:12 AM",41.7405
"2011-11-07:12 AM",41.8514
"2011-11-08:12 AM",42.6558
"2011-11-09:12 AM",45.7986
"2011-11-10:12 AM",48.8442
"2011-11-11:12 AM",49.2786
"2011-11-12:12 AM",47.754
"2011-11-13:12 AM",48.7015
"2011-11-14:12 AM",48.5686
"2011-11-15:12 AM",48.9436
"2011-11-16:12 AM",50.0574
"2011-11-17:12 AM",50.0866
"2011-11-18:12 AM",46.7559
"2011-11-19:12 AM",42.5971
"2011-11-20:12 AM",41.4109
"2011-11-21:12 AM",41.8843
"2011-11-22:12 AM",44.4679
"2011-11-23:12 AM",46.449
"2011-11-24:12 AM",45.7651
"2011-11-25:12 AM",45.8263
"2011-11-26:12 AM",49.0672
"2011-11-27:12 AM",51.6056
"2011-11-28:12 AM",51.7177
"2011-11-29:12 AM",51.3343
"2011-11-30:12 AM",48.087
"2011-12-01:12 AM",43.7286
"2011-12-02:12 AM",44.9951
"2011-12-03:12 AM",40.9318
"2011-12-04:12 AM",40.2888
"2011-12-05:12 AM",39.8536
"2011-12-06:12 AM",39.5577
"2011-12-07:12 AM",41.086
"2011-12-08:12 AM",42.5957
"2011-12-09:12 AM",43.6651
"2011-12-10:12 AM",43.7193
"2011-12-11:12 AM",40.7788
"2011-12-12:12 AM",38.912
"2011-12-13:12 AM",39.1312
"2011-12-14:12 AM",38.7833
"2011-12-15:12 AM",39.4389
"2011-12-16:12 AM",41.0617
"2011-12-17:12 AM",43.8764
"2011-12-18:12 AM",43.1667
"2011-12-19:12 AM",41.4351
"2011-12-20:12 AM",42.5071
"2011-12-21:12 AM",42.9798
"2011-12-22:12 AM",39.447
"2011-12-23:12 AM",39.5591
"2011-12-24:12 AM",42.6225
"2011-12-25:12 AM",43.5072
"2011-12-26:12 AM",43.0194
"2011-12-27:12 AM",43.1406
"2011-12-28:12 AM",47.1222
"2011-12-29:12 AM",50.1103
"2011-12-30:12 AM",49.3423
"2011-12-31:12 AM",46.5678
"2012-01-01:12 AM",49.7592
"2012-01-02:12 AM",50.2808
"2012-01-03:12 AM",50.6381
"2012-01-04:12 AM",52.2955
"2012-01-05:12 AM",51.6045
"2012-01-06:12 AM",48.0803
"2012-01-07:12 AM",46.0911
"2012-01-08:12 AM",45.9831
"2012-01-09:12 AM",47.2604
"2012-01-10:12 AM",46.3969
"2012-01-11:12 AM",47.0772
"2012-01-12:12 AM",46.5397
"2012-01-13:12 AM",46.7215
"2012-01-14:12 AM",46.3795
"2012-01-15:12 AM",43.5666
"2012-01-16:12 AM",37.8781
"2012-01-17:12 AM",35.5935
"2012-01-18:12 AM",40.2291
"2012-01-19:12 AM",43.2536
"2012-01-20:12 AM",45.5473
"2012-01-21:12 AM",45.5877
"2012-01-22:12 AM",39.8008
"2012-01-23:12 AM",42.1569
"2012-01-24:12 AM",42.6807
"2012-01-25:12 AM",48.1177
"2012-01-26:12 AM",50.3384
"2012-01-27:12 AM",47.8828
"2012-01-28:12 AM",46.2106
"2012-01-29:12 AM",47.6951
"2012-01-30:12 AM",47.4222
"2012-01-31:12 AM",46.4209
"2012-02-01:12 AM",46.98
"2012-02-02:12 AM",45.7621
"2012-02-03:12 AM",44.2099
"2012-02-04:12 AM",44.8007
"2012-02-05:12 AM",45.9275
"2012-02-06:12 AM",47.0059
"2012-02-07:12 AM",45.954
"2012-02-08:12 AM",47.997
"2012-02-09:12 AM",51.6844
"2012-02-10:12 AM",50.5146
"2012-02-11:12 AM",47.5482
"2012-02-12:12 AM",44.7154
"2012-02-13:12 AM",42.5386
"2012-02-14:12 AM",40.284
"2012-02-15:12 AM",39.324
"2012-02-16:12 AM",41.837
