"DateTime","(deg F) Mean Temperature (CFSR) at North Dakota, 2010-01-01 to 2019-03-14"
"2010-06-08:12 AM",63.1297
"2010-06-09:12 AM",61.1877
"2010-06-10:12 AM",58.464
"2010-06-11:12 AM",56.6863
"2010-06-12:12 AM",55.7746
"2010-06-13:12 AM",57.8367
"2010-06-14:12 AM",59.5432
"2010-06-15:12 AM",62.6142
"2010-06-16:12 AM",67.4062
"2010-06-17:12 AM",68.7087
"2010-06-18:12 AM",58.2197
"2010-06-19:12 AM",61.7194
"2010-06-20:12 AM",66.0238
"2010-06-21:12 AM",69.6486
"2010-06-22:12 AM",67.9127
"2010-06-23:12 AM",66.8943
"2010-06-24:12 AM",70.4521
"2010-06-25:12 AM",73.0477
"2010-06-26:12 AM",71.7069
"2010-06-27:12 AM",67.9325
"2010-06-28:12 AM",66.2232
"2010-06-29:12 AM",68.2882
"2010-06-30:12 AM",76.0525
"2010-07-01:12 AM",79.8256
"2010-07-02:12 AM",83.0532
"2010-07-03:12 AM",77.1798
"2010-07-04:12 AM",69.935
"2010-07-05:12 AM",66.3955
"2010-07-06:12 AM",62.5091
"2010-07-07:12 AM",64.8165
"2010-07-08:12 AM",68.2509
"2010-07-09:12 AM",71.3824
"2010-07-10:12 AM",76.6449
"2010-07-11:12 AM",66.9758
"2010-07-12:12 AM",65.6791
"2010-07-13:12 AM",72.4417
"2010-07-14:12 AM",70.3276
"2010-07-15:12 AM",71.731
"2010-07-16:12 AM",76.2537
"2010-07-17:12 AM",75.4417
"2010-07-18:12 AM",69.6715
"2010-07-19:12 AM",68.7573
"2010-07-20:12 AM",69.3077
"2010-07-21:12 AM",68.8491
"2010-07-22:12 AM",68.5368
"2010-07-23:12 AM",63.9108
"2010-07-24:12 AM",67.2474
"2010-07-25:12 AM",72.5455
"2010-07-26:12 AM",80.5235
"2010-07-27:12 AM",74.9107
"2010-07-28:12 AM",69.4764
"2010-07-29:12 AM",73.8129
"2010-07-30:12 AM",75.6113
"2010-07-31:12 AM",75.6932
"2010-08-01:12 AM",77.1271
"2010-08-02:12 AM",74.8666
"2010-08-03:12 AM",72.8208
"2010-08-04:12 AM",71.1171
"2010-08-05:12 AM",69.12
"2010-08-06:12 AM",71.1482
"2010-08-07:12 AM",78.3738
"2010-08-08:12 AM",80.3482
"2010-08-09:12 AM",83.2343
"2010-08-10:12 AM",81.8222
"2010-08-11:12 AM",80.4702
"2010-08-12:12 AM",81.3538
"2010-08-13:12 AM",73.164
"2010-08-14:12 AM",65.325
"2010-08-15:12 AM",65.5909
"2010-08-16:12 AM",65.5866
"2010-08-17:12 AM",68.9751
"2010-08-18:12 AM",68.1953
"2010-08-19:12 AM",70.8363
"2010-08-20:12 AM",76.7777
"2010-08-21:12 AM",77.3089
"2010-08-22:12 AM",87.2537
"2010-08-23:12 AM",77.0774
"2010-08-24:12 AM",66.9196
"2010-08-25:12 AM",65.2332
"2010-08-26:12 AM",75.0187
"2010-08-27:12 AM",81.6391
"2010-08-28:12 AM",70.495
"2010-08-29:12 AM",73.2193
"2010-08-30:12 AM",65.9568
"2010-08-31:12 AM",62.2249
"2010-09-01:12 AM",61.4998
"2010-09-02:12 AM",58.3297
"2010-09-03:12 AM",58.8904
"2010-09-04:12 AM",61.2333
"2010-09-05:12 AM",64.1399
"2010-09-06:12 AM",54.5385
"2010-09-07:12 AM",54.8398
"2010-09-08:12 AM",55.7375
"2010-09-09:12 AM",58.2084
"2010-09-10:12 AM",60.5516
"2010-09-11:12 AM",59.4077
"2010-09-12:12 AM",61.144
"2010-09-13:12 AM",57.0508
"2010-09-14:12 AM",54.5245
"2010-09-15:12 AM",52.9722
"2010-09-16:12 AM",55.2722
"2010-09-17:12 AM",48.3062
"2010-09-18:12 AM",43.511
"2010-09-19:12 AM",49.5525
"2010-09-20:12 AM",53.3682
"2010-09-21:12 AM",52.956
"2010-09-22:12 AM",48.3699
"2010-09-23:12 AM",45.4222
"2010-09-24:12 AM",49.1808
"2010-09-25:12 AM",55.4247
"2010-09-26:12 AM",62.3124
"2010-09-27:12 AM",65.208
"2010-09-28:12 AM",63.5022
"2010-09-29:12 AM",64.3746
"2010-09-30:12 AM",58.9293
"2010-10-01:12 AM",55.7514
"2010-10-02:12 AM",47.1751
"2010-10-03:12 AM",53.7908
"2010-10-04:12 AM",59.5153
"2010-10-05:12 AM",64.819
"2010-10-06:12 AM",58.6683
"2010-10-07:12 AM",63.1731
"2010-10-08:12 AM",67.4218
"2010-10-09:12 AM",66.5805
"2010-10-10:12 AM",62.9922
"2010-10-11:12 AM",63.2158
"2010-10-12:12 AM",54.7543
"2010-10-13:12 AM",53.3858
"2010-10-14:12 AM",55.0011
"2010-10-15:12 AM",56.2269
"2010-10-16:12 AM",49.775
"2010-10-17:12 AM",43.1942
"2010-10-18:12 AM",43.084
"2010-10-19:12 AM",48.8849
"2010-10-20:12 AM",51.6103
"2010-10-21:12 AM",44.9505
"2010-10-22:12 AM",49.9091
"2010-10-23:12 AM",45.1189
"2010-10-24:12 AM",46.4241
"2010-10-25:12 AM",47.2798
"2010-10-26:12 AM",36.9331
"2010-10-27:12 AM",30.7323
"2010-10-28:12 AM",30.8233
"2010-10-29:12 AM",39.2974
"2010-10-30:12 AM",38.2298
"2010-10-31:12 AM",37.1404
"2010-11-01:12 AM",42.6223
"2010-11-02:12 AM",51.0042
"2010-11-03:12 AM",46.6763
"2010-11-04:12 AM",39.5476
"2010-11-05:12 AM",40.3484
"2010-11-06:12 AM",49.7955
"2010-11-07:12 AM",52.8417
"2010-11-08:12 AM",49.2791
"2010-11-09:12 AM",46.0895
"2010-11-10:12 AM",39.2513
"2010-11-11:12 AM",33.8887
"2010-11-12:12 AM",34.4237
"2010-11-13:12 AM",31.716
"2010-11-14:12 AM",30.3816
"2010-11-15:12 AM",32.6311
"2010-11-16:12 AM",32.9765
"2010-11-17:12 AM",25.5542
"2010-11-18:12 AM",24.5818
"2010-11-19:12 AM",19.2589
"2010-11-20:12 AM",11.5689
"2010-11-21:12 AM",14.5684
"2010-11-22:12 AM",8.5246
"2010-11-23:12 AM",5.882
"2010-11-24:12 AM",12.3616
"2010-11-25:12 AM",4.6022
"2010-11-26:12 AM",23.2808
"2010-11-27:12 AM",25.6462
"2010-11-28:12 AM",27.9109
"2010-11-29:12 AM",22.8553
"2010-11-30:12 AM",14.2995
"2010-12-01:12 AM",12.0961
"2010-12-02:12 AM",14.4765
"2010-12-03:12 AM",16.3737
"2010-12-04:12 AM",16.1985
"2010-12-05:12 AM",12.8584
"2010-12-06:12 AM",10.8964
"2010-12-07:12 AM",11.9248
"2010-12-08:12 AM",10.2972
"2010-12-09:12 AM",29.3506
"2010-12-10:12 AM",18.2286
"2010-12-11:12 AM",2.2928
"2010-12-12:12 AM",-0.0134
"2010-12-13:12 AM",7.2081
"2010-12-14:12 AM",17.6808
"2010-12-15:12 AM",21.6644
"2010-12-16:12 AM",18.5202
"2010-12-17:12 AM",12.7546
"2010-12-18:12 AM",10.6362
"2010-12-19:12 AM",7.6762
"2010-12-20:12 AM",11.1862
"2010-12-21:12 AM",12.5919
"2010-12-22:12 AM",11.2512
"2010-12-23:12 AM",17.3052
"2010-12-24:12 AM",17.4241
"2010-12-25:12 AM",11.5848
"2010-12-26:12 AM",16.4242
"2010-12-27:12 AM",27.0637
"2010-12-28:12 AM",28.4164
"2010-12-29:12 AM",27.7894
"2010-12-30:12 AM",8.3732
"2010-12-31:12 AM",-0.1705
"2011-01-01:12 AM",-0.0782
"2011-01-02:12 AM",8.4835
"2011-01-03:12 AM",1.7699
"2011-01-04:12 AM",9.7264
"2011-01-05:12 AM",21.5197
"2011-01-06:12 AM",24.1365
"2011-01-07:12 AM",18.487
"2011-01-08:12 AM",5.2621
"2011-01-09:12 AM",3.6642
"2011-01-10:12 AM",3.6552
"2011-01-11:12 AM",3.2416
"2011-01-12:12 AM",-2.6253
"2011-01-13:12 AM",11.3493
"2011-01-14:12 AM",10.1746
"2011-01-15:12 AM",3.5053
"2011-01-16:12 AM",7.1494
"2011-01-17:12 AM",11.7838
"2011-01-18:12 AM",-7.94
"2011-01-19:12 AM",3.038
"2011-01-20:12 AM",-3.5534
"2011-01-21:12 AM",8.6497
"2011-01-22:12 AM",-2.4599
"2011-01-23:12 AM",17.7091
"2011-01-24:12 AM",22.1702
"2011-01-25:12 AM",23.4558
"2011-01-26:12 AM",29.4874
"2011-01-27:12 AM",32.1359
"2011-01-28:12 AM",31.8749
"2011-01-29:12 AM",10.3399
"2011-01-30:12 AM",-2.3784
"2011-01-31:12 AM",-2.794
"2011-02-01:12 AM",-8.9779
"2011-02-02:12 AM",-0.8243
"2011-02-03:12 AM",25.7295
"2011-02-04:12 AM",31.503
"2011-02-05:12 AM",31.5574
"2011-02-06:12 AM",19.8752
"2011-02-07:12 AM",-5.1894
"2011-02-08:12 AM",-4.0765
"2011-02-09:12 AM",1.0116
"2011-02-10:12 AM",10.103
"2011-02-11:12 AM",27.8308
"2011-02-12:12 AM",32.3559
"2011-02-13:12 AM",36.8049
"2011-02-14:12 AM",32.0117
"2011-02-15:12 AM",36.6305
"2011-02-16:12 AM",36.34
"2011-02-17:12 AM",29.3023
"2011-02-18:12 AM",9.4383
"2011-02-19:12 AM",8.3718
"2011-02-20:12 AM",4.4391
"2011-02-21:12 AM",1.8081
"2011-02-22:12 AM",11.9376
"2011-02-23:12 AM",15.9456
"2011-02-24:12 AM",0.8447
"2011-02-25:12 AM",-6.5191
"2011-02-26:12 AM",-3.0705
"2011-02-27:12 AM",15.8104
"2011-02-28:12 AM",19.5136
"2011-03-01:12 AM",12.0477
"2011-03-02:12 AM",-0.2911
"2011-03-03:12 AM",12.0074
"2011-03-04:12 AM",10.5841
"2011-03-05:12 AM",9.4681
"2011-03-06:12 AM",12.3118
"2011-03-07:12 AM",4.399
"2011-03-08:12 AM",10.3708
"2011-03-09:12 AM",18.2656
"2011-03-10:12 AM",26.6909
"2011-03-11:12 AM",31.7538
"2011-03-12:12 AM",17.8516
"2011-03-13:12 AM",21.6196
"2011-03-14:12 AM",32.8161
"2011-03-15:12 AM",36.5601
"2011-03-16:12 AM",38.7822
"2011-03-17:12 AM",36.8794
"2011-03-18:12 AM",30.8991
"2011-03-19:12 AM",35.9271
"2011-03-20:12 AM",38.3781
"2011-03-21:12 AM",32.9436
"2011-03-22:12 AM",30.5578
"2011-03-23:12 AM",23.2612
"2011-03-24:12 AM",19.3579
"2011-03-25:12 AM",21.7155
"2011-03-26:12 AM",22.3108
"2011-03-27:12 AM",21.0988
"2011-03-28:12 AM",23.1836
"2011-03-29:12 AM",27.0046
"2011-03-30:12 AM",30.8664
"2011-03-31:12 AM",35.0634
"2011-04-01:12 AM",35.55
"2011-04-02:12 AM",37.3584
"2011-04-03:12 AM",35.0033
"2011-04-04:12 AM",32.6667
"2011-04-05:12 AM",35.1174
"2011-04-06:12 AM",37.774
"2011-04-07:12 AM",40.5354
"2011-04-08:12 AM",40.6616
"2011-04-09:12 AM",41.9545
"2011-04-10:12 AM",40.3659
"2011-04-11:12 AM",46.4391
"2011-04-12:12 AM",47.7781
"2011-04-13:12 AM",39.6171
"2011-04-14:12 AM",33.3045
"2011-04-15:12 AM",31.0833
"2011-04-16:12 AM",30.477
"2011-04-17:12 AM",29.5282
"2011-04-18:12 AM",30.3076
"2011-04-19:12 AM",30.1633
"2011-04-20:12 AM",33.5746
"2011-04-21:12 AM",35.3784
"2011-04-22:12 AM",37.607
"2011-04-23:12 AM",42.1354
"2011-04-24:12 AM",47.0584
"2011-04-25:12 AM",50.6907
"2011-04-26:12 AM",48.432
"2011-04-27:12 AM",49.2208
"2011-04-28:12 AM",52.3409
"2011-04-29:12 AM",50.8816
"2011-04-30:12 AM",36.5164
"2011-05-01:12 AM",33.0487
"2011-05-02:12 AM",38.9397
"2011-05-03:12 AM",45.2053
"2011-05-04:12 AM",49.2764
"2011-05-05:12 AM",51.3439
"2011-05-06:12 AM",54.2876
"2011-05-07:12 AM",53.9253
"2011-05-08:12 AM",55.7492
"2011-05-09:12 AM",53.1633
"2011-05-10:12 AM",51.3901
"2011-05-11:12 AM",46.7784
"2011-05-12:12 AM",44.0091
"2011-05-13:12 AM",39.3604
"2011-05-14:12 AM",41.9067
"2011-05-15:12 AM",48.0983
"2011-05-16:12 AM",51.1201
"2011-05-17:12 AM",53.8939
"2011-05-18:12 AM",55.6619
"2011-05-19:12 AM",57.4153
"2011-05-20:12 AM",57.6655
"2011-05-21:12 AM",59.1141
"2011-05-22:12 AM",56.7457
"2011-05-23:12 AM",55.5177
"2011-05-24:12 AM",49.3201
"2011-05-25:12 AM",49.5073
"2011-05-26:12 AM",48.4308
"2011-05-27:12 AM",52.7041
"2011-05-28:12 AM",49.7464
"2011-05-29:12 AM",48.5542
"2011-05-30:12 AM",49.098
"2011-05-31:12 AM",47.7045
"2011-06-01:12 AM",54.9363
"2011-06-02:12 AM",61.3578
"2011-06-03:12 AM",62.5977
"2011-06-04:12 AM",57.5683
"2011-06-05:12 AM",63.2548
"2011-06-06:12 AM",66.8622
"2011-06-07:12 AM",60.0035
"2011-06-08:12 AM",51.9294
"2011-06-09:12 AM",50.695
"2011-06-10:12 AM",53.092
"2011-06-11:12 AM",55.2488
"2011-06-12:12 AM",57.2954
"2011-06-13:12 AM",62.994
"2011-06-14:12 AM",62.2537
"2011-06-15:12 AM",62.109
"2011-06-16:12 AM",62.8255
"2011-06-17:12 AM",61.3575
"2011-06-18:12 AM",61.9943
"2011-06-19:12 AM",64.3663
"2011-06-20:12 AM",62.0816
"2011-06-21:12 AM",58.7325
"2011-06-22:12 AM",58.9811
"2011-06-23:12 AM",61.2844
"2011-06-24:12 AM",62.3484
"2011-06-25:12 AM",65.1852
"2011-06-26:12 AM",62.7562
"2011-06-27:12 AM",58.5523
"2011-06-28:12 AM",61.5304
"2011-06-29:12 AM",72.1735
"2011-06-30:12 AM",76.609
"2011-07-01:12 AM",69.0107
"2011-07-02:12 AM",66.3661
"2011-07-03:12 AM",71.3532
"2011-07-04:12 AM",75.1413
"2011-07-05:12 AM",68.9977
"2011-07-06:12 AM",68.5123
"2011-07-07:12 AM",70.3773
"2011-07-08:12 AM",69.399
"2011-07-09:12 AM",69.2577
"2011-07-10:12 AM",69.861
"2011-07-11:12 AM",63.7277
"2011-07-12:12 AM",62.8117
"2011-07-13:12 AM",62.263
"2011-07-14:12 AM",66.5226
"2011-07-15:12 AM",75.384
"2011-07-16:12 AM",77.4034
"2011-07-17:12 AM",78.9816
"2011-07-18:12 AM",74.6908
"2011-07-19:12 AM",80.9798
"2011-07-20:12 AM",75.7535
"2011-07-21:12 AM",69.8119
"2011-07-22:12 AM",69.3342
"2011-07-23:12 AM",63.9219
"2011-07-24:12 AM",67.6144
"2011-07-25:12 AM",71.3415
"2011-07-26:12 AM",69.3052
"2011-07-27:12 AM",71.5717
"2011-07-28:12 AM",68.3647
"2011-07-29:12 AM",70.2786
"2011-07-30:12 AM",73.1633
"2011-07-31:12 AM",70.5339
"2011-08-01:12 AM",76.1106
"2011-08-02:12 AM",72.6584
"2011-08-03:12 AM",70.8958
"2011-08-04:12 AM",72.6523
"2011-08-05:12 AM",70.1146
"2011-08-06:12 AM",64.9272
"2011-08-07:12 AM",65.9386
"2011-08-08:12 AM",65.0525
"2011-08-09:12 AM",63.1038
"2011-08-10:12 AM",67.2474
"2011-08-11:12 AM",68.1375
"2011-08-12:12 AM",65.1519
"2011-08-13:12 AM",65.2026
"2011-08-14:12 AM",68.5083
"2011-08-15:12 AM",71.6765
"2011-08-16:12 AM",68.7189
"2011-08-17:12 AM",66.3841
"2011-08-18:12 AM",70.8975
"2011-08-19:12 AM",62.1376
"2011-08-20:12 AM",61.3155
"2011-08-21:12 AM",65.1807
"2011-08-22:12 AM",74.5209
"2011-08-23:12 AM",78.2515
"2011-08-24:12 AM",70.7135
"2011-08-25:12 AM",71.8867
"2011-08-26:12 AM",72.1542
"2011-08-27:12 AM",67.9197
"2011-08-28:12 AM",70.5564
"2011-08-29:12 AM",69.6465
"2011-08-30:12 AM",65.5036
"2011-08-31:12 AM",69.1945
"2011-09-01:12 AM",66.9569
"2011-09-02:12 AM",62.7166
"2011-09-03:12 AM",58.9563
"2011-09-04:12 AM",56.4433
"2011-09-05:12 AM",61.592
"2011-09-06:12 AM",68.2066
"2011-09-07:12 AM",68.5789
"2011-09-08:12 AM",69.0672
"2011-09-09:12 AM",69.2798
"2011-09-10:12 AM",70.1353
"2011-09-11:12 AM",72.4363
"2011-09-12:12 AM",64.3865
"2011-09-13:12 AM",53.5235
"2011-09-14:12 AM",44.8974
"2011-09-15:12 AM",44.5519
"2011-09-16:12 AM",47.455
"2011-09-17:12 AM",51.0013
"2011-09-18:12 AM",58.0293
"2011-09-19:12 AM",60.3725
"2011-09-20:12 AM",52.4991
"2011-09-21:12 AM",46.8059
"2011-09-22:12 AM",46.7787
"2011-09-23:12 AM",57.2275
"2011-09-24:12 AM",63.2631
"2011-09-25:12 AM",62.7559
"2011-09-26:12 AM",59.2606
"2011-09-27:12 AM",63.3081
"2011-09-28:12 AM",66.4704
"2011-09-29:12 AM",56.1657
"2011-09-30:12 AM",50.8654
"2011-10-01:12 AM",59.8005
"2011-10-02:12 AM",66.4286
"2011-10-03:12 AM",65.9356
"2011-10-04:12 AM",65.1657
"2011-10-05:12 AM",73.4371
"2011-10-06:12 AM",70.1753
"2011-10-07:12 AM",62.9244
"2011-10-08:12 AM",53.8471
"2011-10-09:12 AM",47.655
"2011-10-10:12 AM",51.3988
"2011-10-11:12 AM",54.0372
"2011-10-12:12 AM",55.3609
"2011-10-13:12 AM",50.0284
"2011-10-14:12 AM",45.3412
"2011-10-15:12 AM",43.8622
"2011-10-16:12 AM",42.3824
"2011-10-17:12 AM",42.4207
"2011-10-18:12 AM",40.9141
"2011-10-19:12 AM",37.4844
"2011-10-20:12 AM",39.0866
"2011-10-21:12 AM",47.6285
"2011-10-22:12 AM",48.9148
"2011-10-23:12 AM",50.0788
"2011-10-24:12 AM",43.6318
"2011-10-25:12 AM",41.3913
"2011-10-26:12 AM",37.7317
"2011-10-27:12 AM",38.4021
"2011-10-28:12 AM",39.3681
"2011-10-29:12 AM",41.1534
"2011-10-30:12 AM",40.3896
"2011-10-31:12 AM",45.1062
"2011-11-01:12 AM",43.9507
"2011-11-02:12 AM",36.5416
"2011-11-03:12 AM",39.1087
"2011-11-04:12 AM",41.7299
"2011-11-05:12 AM",42.5997
"2011-11-06:12 AM",36.5086
"2011-11-07:12 AM",32.1712
"2011-11-08:12 AM",32.5134
"2011-11-09:12 AM",32.9472
"2011-11-10:12 AM",32.4005
"2011-11-11:12 AM",40.0404
"2011-11-12:12 AM",42.327
"2011-11-13:12 AM",38.462
"2011-11-14:12 AM",36.7502
"2011-11-15:12 AM",29.4885
"2011-11-16:12 AM",22.5824
"2011-11-17:12 AM",20.8506
"2011-11-18:12 AM",26.0951
"2011-11-19:12 AM",14.4689
"2011-11-20:12 AM",11.5617
"2011-11-21:12 AM",19.4959
"2011-11-22:12 AM",30.1296
"2011-11-23:12 AM",40.5675
"2011-11-24:12 AM",43.6053
"2011-11-25:12 AM",36.7362
"2011-11-26:12 AM",31.9087
"2011-11-27:12 AM",30.6775
"2011-11-28:12 AM",38.0196
"2011-11-29:12 AM",32.0803
"2011-11-30:12 AM",32.4504
"2011-12-01:12 AM",24.1929
"2011-12-02:12 AM",28.8151
"2011-12-03:12 AM",25.3627
"2011-12-04:12 AM",19.3001
"2011-12-05:12 AM",10.0049
"2011-12-06:12 AM",16.5348
"2011-12-07:12 AM",27.3303
"2011-12-08:12 AM",13.8762
"2011-12-09:12 AM",9.4206
"2011-12-10:12 AM",25.8967
"2011-12-11:12 AM",30.2976
"2011-12-12:12 AM",24.7894
"2011-12-13:12 AM",23.531
"2011-12-14:12 AM",24.8275
"2011-12-15:12 AM",22.0257
"2011-12-16:12 AM",21.2081
"2011-12-17:12 AM",26.7415
"2011-12-18:12 AM",34.5144
"2011-12-19:12 AM",25.6541
"2011-12-20:12 AM",29.8134
"2011-12-21:12 AM",31.1927
"2011-12-22:12 AM",23.8246
"2011-12-23:12 AM",27.7225
"2011-12-24:12 AM",31.8826
"2011-12-25:12 AM",33.472
"2011-12-26:12 AM",36.6937
"2011-12-27:12 AM",27.4825
"2011-12-28:12 AM",31.8459
"2011-12-29:12 AM",31.8763
"2011-12-30:12 AM",31.545
"2011-12-31:12 AM",32.0358
"2012-01-01:12 AM",23.7364
"2012-01-02:12 AM",17.0143
"2012-01-03:12 AM",30.1318
"2012-01-04:12 AM",35.2873
"2012-01-05:12 AM",42.8727
"2012-01-06:12 AM",35.4911
"2012-01-07:12 AM",30.385
"2012-01-08:12 AM",30.1219
"2012-01-09:12 AM",35.6905
"2012-01-10:12 AM",38.1987
"2012-01-11:12 AM",22.0181
"2012-01-12:12 AM",7.8215
"2012-01-13:12 AM",15.5926
"2012-01-14:12 AM",25.6053
"2012-01-15:12 AM",28.0036
"2012-01-16:12 AM",10.8383
"2012-01-17:12 AM",0.941
"2012-01-18:12 AM",-1.9944
"2012-01-19:12 AM",-7.7989
"2012-01-20:12 AM",-0.5469
"2012-01-21:12 AM",8.2474
"2012-01-22:12 AM",23.1411
"2012-01-23:12 AM",14.6476
"2012-01-24:12 AM",20.4388
"2012-01-25:12 AM",28.4373
"2012-01-26:12 AM",31.8112
"2012-01-27:12 AM",27.3652
"2012-01-28:12 AM",22.2789
"2012-01-29:12 AM",20.4246
"2012-01-30:12 AM",33.7716
"2012-01-31:12 AM",34.6802
"2012-02-01:12 AM",34.3947
"2012-02-02:12 AM",32.5668
"2012-02-03:12 AM",30.5879
"2012-02-04:12 AM",29.5819
"2012-02-05:12 AM",31.478
"2012-02-06:12 AM",27.7104
"2012-02-07:12 AM",16.7301
"2012-02-08:12 AM",19.647
"2012-02-09:12 AM",23.0301
"2012-02-10:12 AM",5.3523
"2012-02-11:12 AM",6.0134
"2012-02-12:12 AM",13.8918
"2012-02-13:12 AM",22.2357
