"DateTime","(deg F) Mean Temperature (CFSR) at Louisiana, 2010-01-01 to 2019-03-14"
"2010-03-24:12 AM",59.3357
"2010-03-25:12 AM",62.1248
"2010-03-26:12 AM",55.5402
"2010-03-27:12 AM",59.3616
"2010-03-28:12 AM",57.1514
"2010-03-29:12 AM",54.0792
"2010-03-30:12 AM",58.1164
"2010-03-31:12 AM",61.2858
"2010-04-01:12 AM",63.4631
"2010-04-02:12 AM",67.0325
"2010-04-03:12 AM",70.2797
"2010-04-04:12 AM",70.4975
"2010-04-05:12 AM",69.4866
"2010-04-06:12 AM",69.7206
"2010-04-07:12 AM",70.8001
"2010-04-08:12 AM",60.5604
"2010-04-09:12 AM",58.2516
"2010-04-10:12 AM",62.6945
"2010-04-11:12 AM",63.8956
"2010-04-12:12 AM",65.8809
"2010-04-13:12 AM",67.6796
"2010-04-14:12 AM",67.9935
"2010-04-15:12 AM",69.4596
"2010-04-16:12 AM",69.1867
"2010-04-17:12 AM",67.5455
"2010-04-18:12 AM",66.2736
"2010-04-19:12 AM",61.9437
"2010-04-20:12 AM",63.6424
"2010-04-21:12 AM",66.2949
"2010-04-22:12 AM",69.9184
"2010-04-23:12 AM",71.1239
"2010-04-24:12 AM",74.8035
"2010-04-25:12 AM",70.9441
"2010-04-26:12 AM",68.9923
"2010-04-27:12 AM",66.4921
"2010-04-28:12 AM",64.337
"2010-04-29:12 AM",70.5463
"2010-04-30:12 AM",75.3033
"2010-05-01:12 AM",75.9855
"2010-05-02:12 AM",76.2982
"2010-05-03:12 AM",74.5401
"2010-05-04:12 AM",74.7091
"2010-05-05:12 AM",75.3928
"2010-05-06:12 AM",75.3139
"2010-05-07:12 AM",78.1471
"2010-05-08:12 AM",72.5113
"2010-05-09:12 AM",68.3546
"2010-05-10:12 AM",74.5682
"2010-05-11:12 AM",79.3042
"2010-05-12:12 AM",80.9605
"2010-05-13:12 AM",81.6033
"2010-05-14:12 AM",80.3628
"2010-05-15:12 AM",75.6608
"2010-05-16:12 AM",76.3385
"2010-05-17:12 AM",78.1144
"2010-05-18:12 AM",78.1101
"2010-05-19:12 AM",77.2772
"2010-05-20:12 AM",79.8726
"2010-05-21:12 AM",80.7026
"2010-05-22:12 AM",82.0596
"2010-05-23:12 AM",83.2698
"2010-05-24:12 AM",82.4785
"2010-05-25:12 AM",81.9054
"2010-05-26:12 AM",80.5372
"2010-05-27:12 AM",80.5397
"2010-05-28:12 AM",81.7039
"2010-05-29:12 AM",81.752
"2010-05-30:12 AM",81.0878
"2010-05-31:12 AM",81.7596
"2010-06-01:12 AM",82.0024
"2010-06-02:12 AM",80.9134
"2010-06-03:12 AM",78.3045
"2010-06-04:12 AM",77.2462
"2010-06-05:12 AM",79.3125
"2010-06-06:12 AM",84.274
"2010-06-07:12 AM",83.847
"2010-06-08:12 AM",83.7228
"2010-06-09:12 AM",83.6109
"2010-06-10:12 AM",83.5592
"2010-06-11:12 AM",85.8097
"2010-06-12:12 AM",86.9761
"2010-06-13:12 AM",86.6757
"2010-06-14:12 AM",87.4371
"2010-06-15:12 AM",85.7037
"2010-06-16:12 AM",84.7125
"2010-06-17:12 AM",86.2308
"2010-06-18:12 AM",86.767
"2010-06-19:12 AM",87.6909
"2010-06-20:12 AM",87.9858
"2010-06-21:12 AM",87.9786
"2010-06-22:12 AM",86.358
"2010-06-23:12 AM",82.276
"2010-06-24:12 AM",84.3273
"2010-06-25:12 AM",86.6489
"2010-06-26:12 AM",87.301
"2010-06-27:12 AM",86.6367
"2010-06-28:12 AM",83.977
"2010-06-29:12 AM",81.1098
"2010-06-30:12 AM",79.2651
"2010-07-01:12 AM",79.2489
"2010-07-02:12 AM",78.8306
"2010-07-03:12 AM",81.982
"2010-07-04:12 AM",82.1818
"2010-07-05:12 AM",82.8543
"2010-07-06:12 AM",79.2585
"2010-07-07:12 AM",80.0627
"2010-07-08:12 AM",84.0159
"2010-07-09:12 AM",84.3669
"2010-07-10:12 AM",84.3926
"2010-07-11:12 AM",83.3239
"2010-07-12:12 AM",85.6917
"2010-07-13:12 AM",87.1727
"2010-07-14:12 AM",86.8671
"2010-07-15:12 AM",87.7861
"2010-07-16:12 AM",87.8097
"2010-07-17:12 AM",85.872
"2010-07-18:12 AM",82.1147
"2010-07-19:12 AM",82.1311
"2010-07-20:12 AM",84.8671
"2010-07-21:12 AM",85.8988
"2010-07-22:12 AM",86.1235
"2010-07-23:12 AM",87.042
"2010-07-24:12 AM",81.81
"2010-07-25:12 AM",83.3389
"2010-07-26:12 AM",82.8325
"2010-07-27:12 AM",81.2935
"2010-07-28:12 AM",83.3027
"2010-07-29:12 AM",85.384
"2010-07-30:12 AM",87.253
"2010-07-31:12 AM",88.569
"2010-08-01:12 AM",90.0282
"2010-08-02:12 AM",90.6179
"2010-08-03:12 AM",90.5765
"2010-08-04:12 AM",87.1045
"2010-08-05:12 AM",86.182
"2010-08-06:12 AM",84.5107
"2010-08-07:12 AM",84.8318
"2010-08-08:12 AM",85.6873
"2010-08-09:12 AM",87.0953
"2010-08-10:12 AM",86.8363
"2010-08-11:12 AM",86.986
"2010-08-12:12 AM",86.9632
"2010-08-13:12 AM",86.0484
"2010-08-14:12 AM",86.2164
"2010-08-15:12 AM",86.8741
"2010-08-16:12 AM",86.6946
"2010-08-17:12 AM",83.9941
"2010-08-18:12 AM",83.5356
"2010-08-19:12 AM",82.7438
"2010-08-20:12 AM",83.7982
"2010-08-21:12 AM",87.0127
"2010-08-22:12 AM",86.7726
"2010-08-23:12 AM",84.3967
"2010-08-24:12 AM",84.7746
"2010-08-25:12 AM",82.6785
"2010-08-26:12 AM",81.7207
"2010-08-27:12 AM",81.1335
"2010-08-28:12 AM",79.4034
"2010-08-29:12 AM",79.1935
"2010-08-30:12 AM",80.7305
"2010-08-31:12 AM",79.554
"2010-09-01:12 AM",81.0685
"2010-09-02:12 AM",81.5497
"2010-09-03:12 AM",80.4288
"2010-09-04:12 AM",77.0832
"2010-09-05:12 AM",76.9273
"2010-09-06:12 AM",79.9682
"2010-09-07:12 AM",81.4683
"2010-09-08:12 AM",81.8947
"2010-09-09:12 AM",82.7429
"2010-09-10:12 AM",83.1738
"2010-09-11:12 AM",84.7441
"2010-09-12:12 AM",83.5909
"2010-09-13:12 AM",81.1899
"2010-09-14:12 AM",79.5751
"2010-09-15:12 AM",80.9708
"2010-09-16:12 AM",82.6072
"2010-09-17:12 AM",83.538
"2010-09-18:12 AM",83.4467
"2010-09-19:12 AM",83.4523
"2010-09-20:12 AM",82.1035
"2010-09-21:12 AM",81.2669
"2010-09-22:12 AM",82.0267
"2010-09-23:12 AM",81.28
"2010-09-24:12 AM",81.9282
"2010-09-25:12 AM",81.0743
"2010-09-26:12 AM",76.219
"2010-09-27:12 AM",69.2656
"2010-09-28:12 AM",68.1701
"2010-09-29:12 AM",71.542
"2010-09-30:12 AM",72.6229
"2010-10-01:12 AM",73.5895
"2010-10-02:12 AM",69.5921
"2010-10-03:12 AM",66.4615
"2010-10-04:12 AM",60.6745
"2010-10-05:12 AM",60.5217
"2010-10-06:12 AM",62.434
"2010-10-07:12 AM",64.7843
"2010-10-08:12 AM",70.9176
"2010-10-09:12 AM",73.0944
"2010-10-10:12 AM",73.125
"2010-10-11:12 AM",72.2898
"2010-10-12:12 AM",72.6285
"2010-10-13:12 AM",70.2664
"2010-10-14:12 AM",69.636
"2010-10-15:12 AM",64.22
"2010-10-16:12 AM",67.0946
"2010-10-17:12 AM",69.4499
"2010-10-18:12 AM",70.4903
"2010-10-19:12 AM",71.3305
"2010-10-20:12 AM",71.2598
"2010-10-21:12 AM",70.5934
"2010-10-22:12 AM",72.0432
"2010-10-23:12 AM",72.3713
"2010-10-24:12 AM",74.1045
"2010-10-25:12 AM",77.3645
"2010-10-26:12 AM",77.8435
"2010-10-27:12 AM",76.7224
"2010-10-28:12 AM",69.8484
"2010-10-29:12 AM",58.5419
"2010-10-30:12 AM",57.9762
"2010-10-31:12 AM",64.8885
"2010-11-01:12 AM",70.9086
"2010-11-02:12 AM",68.5114
"2010-11-03:12 AM",63.8272
"2010-11-04:12 AM",58.8992
"2010-11-05:12 AM",51.5984
"2010-11-06:12 AM",49.3005
"2010-11-07:12 AM",51.4845
"2010-11-08:12 AM",54.6217
"2010-11-09:12 AM",60.2541
"2010-11-10:12 AM",65.7853
"2010-11-11:12 AM",65.5311
"2010-11-12:12 AM",65.3533
"2010-11-13:12 AM",62.2188
"2010-11-14:12 AM",54.0311
"2010-11-15:12 AM",58.6522
"2010-11-16:12 AM",57.808
"2010-11-17:12 AM",54.727
"2010-11-18:12 AM",55.0603
"2010-11-19:12 AM",53.7876
"2010-11-20:12 AM",55.8678
"2010-11-21:12 AM",66.9812
"2010-11-22:12 AM",70.0205
"2010-11-23:12 AM",71.5185
"2010-11-24:12 AM",71.7604
"2010-11-25:12 AM",71.6333
"2010-11-26:12 AM",48.5802
"2010-11-27:12 AM",43.3353
"2010-11-28:12 AM",51.233
"2010-11-29:12 AM",65.3824
"2010-11-30:12 AM",53.6077
"2010-12-01:12 AM",43.2849
"2010-12-02:12 AM",49.2948
"2010-12-03:12 AM",55.6414
"2010-12-04:12 AM",62.4429
"2010-12-05:12 AM",48.5838
"2010-12-06:12 AM",39.6574
"2010-12-07:12 AM",40.6391
"2010-12-08:12 AM",42.8691
"2010-12-09:12 AM",40.8348
"2010-12-10:12 AM",50.0929
"2010-12-11:12 AM",60.3934
"2010-12-12:12 AM",43.8096
"2010-12-13:12 AM",35.6511
"2010-12-14:12 AM",39.1359
"2010-12-15:12 AM",55.8718
"2010-12-16:12 AM",63.4437
"2010-12-17:12 AM",49.4109
"2010-12-18:12 AM",45.0689
"2010-12-19:12 AM",43.7833
"2010-12-20:12 AM",49.8528
"2010-12-21:12 AM",63.5896
"2010-12-22:12 AM",62.0757
"2010-12-23:12 AM",49.4877
"2010-12-24:12 AM",48.1176
"2010-12-25:12 AM",45.0459
"2010-12-26:12 AM",36.2986
"2010-12-27:12 AM",34.0974
"2010-12-28:12 AM",41.5485
"2010-12-29:12 AM",53.3993
"2010-12-30:12 AM",61.9605
"2010-12-31:12 AM",66.8446
"2011-01-01:12 AM",54.1852
"2011-01-02:12 AM",40.2015
"2011-01-03:12 AM",40.528
"2011-01-04:12 AM",48.6342
"2011-01-05:12 AM",58.8578
"2011-01-06:12 AM",50.6916
"2011-01-07:12 AM",51.568
"2011-01-08:12 AM",48.7819
"2011-01-09:12 AM",41.5321
"2011-01-10:12 AM",38.2014
"2011-01-11:12 AM",37.1662
"2011-01-12:12 AM",31.915
"2011-01-13:12 AM",30.9607
"2011-01-14:12 AM",36.4023
"2011-01-15:12 AM",43.0977
"2011-01-16:12 AM",48.5964
"2011-01-17:12 AM",51.6772
"2011-01-18:12 AM",52.777
"2011-01-19:12 AM",49.5831
"2011-01-20:12 AM",49.7147
"2011-01-21:12 AM",37.1887
"2011-01-22:12 AM",37.2204
"2011-01-23:12 AM",43.5537
"2011-01-24:12 AM",50.1037
"2011-01-25:12 AM",49.8754
"2011-01-26:12 AM",42.5826
"2011-01-27:12 AM",45.4581
"2011-01-28:12 AM",51.3835
"2011-01-29:12 AM",55.6765
"2011-01-30:12 AM",58.2555
"2011-01-31:12 AM",58.2991
"2011-02-01:12 AM",52.9099
"2011-02-02:12 AM",31.2787
"2011-02-03:12 AM",31.1686
"2011-02-04:12 AM",33.8677
"2011-02-05:12 AM",34.9599
"2011-02-06:12 AM",45.3367
"2011-02-07:12 AM",46.026
"2011-02-08:12 AM",38.7505
"2011-02-09:12 AM",40.2161
"2011-02-10:12 AM",32.8093
"2011-02-11:12 AM",33.8193
"2011-02-12:12 AM",40.4098
"2011-02-13:12 AM",46.2767
"2011-02-14:12 AM",53.5476
"2011-02-15:12 AM",57.1185
"2011-02-16:12 AM",57.8795
"2011-02-17:12 AM",60.8031
"2011-02-18:12 AM",62.2823
"2011-02-19:12 AM",62.456
"2011-02-20:12 AM",62.866
"2011-02-21:12 AM",64.7186
"2011-02-22:12 AM",62.0618
"2011-02-23:12 AM",63.3232
"2011-02-24:12 AM",69.0062
"2011-02-25:12 AM",60.9744
"2011-02-26:12 AM",59.4757
"2011-02-27:12 AM",69.4771
"2011-02-28:12 AM",68.3118
"2011-03-01:12 AM",55.6266
"2011-03-02:12 AM",57.1809
"2011-03-03:12 AM",61.6836
"2011-03-04:12 AM",66.4804
"2011-03-05:12 AM",61.3738
"2011-03-06:12 AM",48.1456
"2011-03-07:12 AM",49.3617
"2011-03-08:12 AM",62.4031
"2011-03-09:12 AM",63.739
"2011-03-10:12 AM",50.8134
"2011-03-11:12 AM",52.1753
"2011-03-12:12 AM",59.1354
"2011-03-13:12 AM",63.6031
"2011-03-14:12 AM",62.1482
"2011-03-15:12 AM",54.3499
"2011-03-16:12 AM",58.1661
"2011-03-17:12 AM",64.7589
"2011-03-18:12 AM",67.5279
"2011-03-19:12 AM",67.7318
"2011-03-20:12 AM",66.3667
"2011-03-21:12 AM",67.9183
"2011-03-22:12 AM",69.2949
"2011-03-23:12 AM",70.2964
"2011-03-24:12 AM",66.5764
"2011-03-25:12 AM",66.7092
"2011-03-26:12 AM",72.9972
"2011-03-27:12 AM",65.1528
"2011-03-28:12 AM",59.6053
"2011-03-29:12 AM",62.5757
"2011-03-30:12 AM",58.8612
"2011-03-31:12 AM",55.1581
"2011-04-01:12 AM",64.2659
"2011-04-02:12 AM",69.0998
"2011-04-03:12 AM",72.7362
"2011-04-04:12 AM",71.9809
"2011-04-05:12 AM",55.3329
"2011-04-06:12 AM",59.8456
"2011-04-07:12 AM",69.3869
"2011-04-08:12 AM",75.9034
"2011-04-09:12 AM",75.0546
"2011-04-10:12 AM",76.6189
"2011-04-11:12 AM",74.1607
"2011-04-12:12 AM",66.9673
"2011-04-13:12 AM",66.1689
"2011-04-14:12 AM",69.1907
"2011-04-15:12 AM",73.4383
"2011-04-16:12 AM",62.8534
"2011-04-17:12 AM",62.9166
"2011-04-18:12 AM",73.1755
"2011-04-19:12 AM",78.4611
"2011-04-20:12 AM",77.9367
"2011-04-21:12 AM",76.3642
"2011-04-22:12 AM",77.2273
"2011-04-23:12 AM",77.0211
"2011-04-24:12 AM",77.896
"2011-04-25:12 AM",78.2748
"2011-04-26:12 AM",78.3941
"2011-04-27:12 AM",79.0567
"2011-04-28:12 AM",66.3586
"2011-04-29:12 AM",66.2797
"2011-04-30:12 AM",71.6416
"2011-05-01:12 AM",78.4314
"2011-05-02:12 AM",73.7935
"2011-05-03:12 AM",59.4388
"2011-05-04:12 AM",60.7975
"2011-05-05:12 AM",65.5223
"2011-05-06:12 AM",68.8905
"2011-05-07:12 AM",72.9171
"2011-05-08:12 AM",77.1969
"2011-05-09:12 AM",78.8288
"2011-05-10:12 AM",79.0099
"2011-05-11:12 AM",77.9428
"2011-05-12:12 AM",79.1674
"2011-05-13:12 AM",78.532
"2011-05-14:12 AM",69.1905
"2011-05-15:12 AM",64.9128
"2011-05-16:12 AM",66.3582
"2011-05-17:12 AM",65.3234
"2011-05-18:12 AM",68.5933
"2011-05-19:12 AM",75.6142
"2011-05-20:12 AM",81.028
"2011-05-21:12 AM",79.5724
"2011-05-22:12 AM",80.7505
"2011-05-23:12 AM",81.2163
"2011-05-24:12 AM",82.0195
"2011-05-25:12 AM",82.9517
"2011-05-26:12 AM",79.5465
"2011-05-27:12 AM",77.8273
"2011-05-28:12 AM",82.5647
"2011-05-29:12 AM",82.3896
"2011-05-30:12 AM",83.2464
"2011-05-31:12 AM",84.0706
"2011-06-01:12 AM",85.5777
"2011-06-02:12 AM",87.7845
"2011-06-03:12 AM",86.1343
"2011-06-04:12 AM",86.4901
"2011-06-05:12 AM",87.9613
"2011-06-06:12 AM",86.3496
"2011-06-07:12 AM",85.1995
"2011-06-08:12 AM",83.4544
"2011-06-09:12 AM",82.7875
"2011-06-10:12 AM",83.8848
"2011-06-11:12 AM",84.9011
"2011-06-12:12 AM",85.5048
"2011-06-13:12 AM",86.5033
"2011-06-14:12 AM",87.0267
"2011-06-15:12 AM",86.7877
"2011-06-16:12 AM",87.1093
"2011-06-17:12 AM",88.3081
"2011-06-18:12 AM",88.3821
"2011-06-19:12 AM",88.0108
"2011-06-20:12 AM",84.2524
"2011-06-21:12 AM",81.8433
"2011-06-22:12 AM",82.1278
"2011-06-23:12 AM",80.3817
"2011-06-24:12 AM",81.5551
"2011-06-25:12 AM",82.7708
"2011-06-26:12 AM",85.6234
"2011-06-27:12 AM",86.4756
"2011-06-28:12 AM",87.3649
"2011-06-29:12 AM",86.0059
"2011-06-30:12 AM",87.681
"2011-07-01:12 AM",87.4728
"2011-07-02:12 AM",88.7607
"2011-07-03:12 AM",88.6316
"2011-07-04:12 AM",87.8736
"2011-07-05:12 AM",84.3359
"2011-07-06:12 AM",83.5441
"2011-07-07:12 AM",85.8245
"2011-07-08:12 AM",86.6932
"2011-07-09:12 AM",87.6097
"2011-07-10:12 AM",88.2594
"2011-07-11:12 AM",88.8561
"2011-07-12:12 AM",87.3538
"2011-07-13:12 AM",87.4618
"2011-07-14:12 AM",81.9023
"2011-07-15:12 AM",81.183
"2011-07-16:12 AM",81.2721
"2011-07-17:12 AM",80.838
"2011-07-18:12 AM",80.5318
"2011-07-19:12 AM",81.5144
"2011-07-20:12 AM",83.2145
"2011-07-21:12 AM",83.5133
"2011-07-22:12 AM",82.6558
"2011-07-23:12 AM",83.1076
"2011-07-24:12 AM",82.2636
"2011-07-25:12 AM",80.0683
"2011-07-26:12 AM",79.7297
"2011-07-27:12 AM",80.3395
"2011-07-28:12 AM",80.4727
"2011-07-29:12 AM",81.3922
"2011-07-30:12 AM",84.1019
"2011-07-31:12 AM",85.5014
"2011-08-01:12 AM",86.8311
"2011-08-02:12 AM",87.2136
"2011-08-03:12 AM",88.6681
"2011-08-04:12 AM",88.1199
"2011-08-05:12 AM",87.8574
"2011-08-06:12 AM",87.3685
"2011-08-07:12 AM",87.0741
"2011-08-08:12 AM",86.3294
"2011-08-09:12 AM",87.1761
"2011-08-10:12 AM",87.0901
"2011-08-11:12 AM",87.7014
"2011-08-12:12 AM",86.241
"2011-08-13:12 AM",85.9941
"2011-08-14:12 AM",85.2692
"2011-08-15:12 AM",84.3953
"2011-08-16:12 AM",86.313
"2011-08-17:12 AM",86.3665
"2011-08-18:12 AM",87.1435
"2011-08-19:12 AM",88.0923
"2011-08-20:12 AM",87.9334
"2011-08-21:12 AM",86.6201
"2011-08-22:12 AM",86.3776
"2011-08-23:12 AM",84.8511
"2011-08-24:12 AM",86.2479
"2011-08-25:12 AM",85.2165
"2011-08-26:12 AM",87.231
"2011-08-27:12 AM",86.3645
"2011-08-28:12 AM",85.626
"2011-08-29:12 AM",84.699
"2011-08-30:12 AM",85.2624
"2011-08-31:12 AM",85.7203
"2011-09-01:12 AM",84.2731
"2011-09-02:12 AM",81.8584
"2011-09-03:12 AM",75.5416
"2011-09-04:12 AM",75.3854
"2011-09-05:12 AM",73.9708
"2011-09-06:12 AM",66.8822
"2011-09-07:12 AM",66.7864
"2011-09-08:12 AM",68.0279
"2011-09-09:12 AM",70.2225
"2011-09-10:12 AM",73.0845
"2011-09-11:12 AM",75.8176
"2011-09-12:12 AM",77.7931
"2011-09-13:12 AM",81.0793
"2011-09-14:12 AM",81.9954
"2011-09-15:12 AM",76.3414
"2011-09-16:12 AM",71.352
"2011-09-17:12 AM",74.2165
"2011-09-18:12 AM",76.7548
"2011-09-19:12 AM",77.1078
"2011-09-20:12 AM",75.6388
"2011-09-21:12 AM",75.9567
"2011-09-22:12 AM",76.6299
"2011-09-23:12 AM",73.7019
"2011-09-24:12 AM",72.5578
"2011-09-25:12 AM",77.8932
"2011-09-26:12 AM",79.0549
"2011-09-27:12 AM",79.9511
"2011-09-28:12 AM",79.54
"2011-09-29:12 AM",78.5568
"2011-09-30:12 AM",74.5722
"2011-10-01:12 AM",65.9966
"2011-10-02:12 AM",62.3426
"2011-10-03:12 AM",61.6456
"2011-10-04:12 AM",64.3561
"2011-10-05:12 AM",67.9523
"2011-10-06:12 AM",72.4294
"2011-10-07:12 AM",74.0593
"2011-10-08:12 AM",74.9203
"2011-10-09:12 AM",74.5443
"2011-10-10:12 AM",73.3732
"2011-10-11:12 AM",73.1091
"2011-10-12:12 AM",72.243
"2011-10-13:12 AM",72.0675
"2011-10-14:12 AM",68.2936
"2011-10-15:12 AM",70.1389
"2011-10-16:12 AM",71.3172
"2011-10-17:12 AM",73.2022
"2011-10-18:12 AM",66.5803
"2011-10-19:12 AM",55.9321
"2011-10-20:12 AM",51.9924
"2011-10-21:12 AM",58.1628
"2011-10-22:12 AM",63.1035
"2011-10-23:12 AM",66.277
"2011-10-24:12 AM",66.9558
"2011-10-25:12 AM",67.3014
"2011-10-26:12 AM",70.3666
"2011-10-27:12 AM",69.4152
"2011-10-28:12 AM",59.0767
"2011-10-29:12 AM",53.1363
"2011-10-30:12 AM",53.8011
"2011-10-31:12 AM",56.9953
"2011-11-01:12 AM",60.2301
"2011-11-02:12 AM",65.4463
"2011-11-03:12 AM",59.8078
"2011-11-04:12 AM",51.798
"2011-11-05:12 AM",56.2233
"2011-11-06:12 AM",64.5024
"2011-11-07:12 AM",69.7102
"2011-11-08:12 AM",70.909
"2011-11-09:12 AM",62.058
"2011-11-10:12 AM",52.9234
"2011-11-11:12 AM",50.8458
"2011-11-12:12 AM",58.4114
"2011-11-13:12 AM",67.9816
"2011-11-14:12 AM",70.6836
"2011-11-15:12 AM",72.4838
"2011-11-16:12 AM",70.3528
"2011-11-17:12 AM",55.2083
"2011-11-18:12 AM",50.2135
"2011-11-19:12 AM",63.2338
"2011-11-20:12 AM",71.2247
"2011-11-21:12 AM",71.5343
"2011-11-22:12 AM",69.8533
"2011-11-23:12 AM",58.7534
"2011-11-24:12 AM",56.7523
"2011-11-25:12 AM",60.1227
"2011-11-26:12 AM",68.2972
"2011-11-27:12 AM",52.0297
"2011-11-28:12 AM",42.3637
"2011-11-29:12 AM",45.6948
"2011-11-30:12 AM",47.1031
"2011-12-01:12 AM",49.4321
"2011-12-02:12 AM",51.7213
"2011-12-03:12 AM",59.5785
"2011-12-04:12 AM",65.2581
"2011-12-05:12 AM",60.5192
"2011-12-06:12 AM",45.4284
"2011-12-07:12 AM",37.8988
"2011-12-08:12 AM",37.4655
"2011-12-09:12 AM",42.6848
"2011-12-10:12 AM",44.0415
"2011-12-11:12 AM",42.6745
"2011-12-12:12 AM",46.3048
"2011-12-13:12 AM",54.9343
"2011-12-14:12 AM",61.563
"2011-12-15:12 AM",67.7525
"2011-12-16:12 AM",59.6577
"2011-12-17:12 AM",49.6497
"2011-12-18:12 AM",46.6878
"2011-12-19:12 AM",55.0218
"2011-12-20:12 AM",63.801
"2011-12-21:12 AM",56.7199
"2011-12-22:12 AM",56.986
"2011-12-23:12 AM",51.1524
"2011-12-24:12 AM",47.4424
"2011-12-25:12 AM",49.9546
"2011-12-26:12 AM",53.4288
"2011-12-27:12 AM",47.4202
"2011-12-28:12 AM",46.7838
"2011-12-29:12 AM",53.208
"2011-12-30:12 AM",58.5162
"2011-12-31:12 AM",58.1725
"2012-01-01:12 AM",59.4352
"2012-01-02:12 AM",46.0035
"2012-01-03:12 AM",39.4304
"2012-01-04:12 AM",47.325
"2012-01-05:12 AM",55.62
"2012-01-06:12 AM",60.1479
"2012-01-07:12 AM",61.8789
"2012-01-08:12 AM",63.018
"2012-01-09:12 AM",62.4423
"2012-01-10:12 AM",59.5906
"2012-01-11:12 AM",52.1656
"2012-01-12:12 AM",46.9951
"2012-01-13:12 AM",37.3881
"2012-01-14:12 AM",43.9594
"2012-01-15:12 AM",48.6871
"2012-01-16:12 AM",61.4624
"2012-01-17:12 AM",65.4215
"2012-01-18:12 AM",48.5616
"2012-01-19:12 AM",52.9612
"2012-01-20:12 AM",66.5668
"2012-01-21:12 AM",64.6065
"2012-01-22:12 AM",65.9874
"2012-01-23:12 AM",63.115
"2012-01-24:12 AM",57.7202
"2012-01-25:12 AM",65.404
"2012-01-26:12 AM",59.4277
"2012-01-27:12 AM",51.276
"2012-01-28:12 AM",51.5998
"2012-01-29:12 AM",46.0503
"2012-01-30:12 AM",51.3714
"2012-01-31:12 AM",61.9065
"2012-02-01:12 AM",67.0435
"2012-02-02:12 AM",63.9536
"2012-02-03:12 AM",66.3253
"2012-02-04:12 AM",65.5738
"2012-02-05:12 AM",52.6552
"2012-02-06:12 AM",48.218
"2012-02-07:12 AM",52.2714
"2012-02-08:12 AM",52.3854
"2012-02-09:12 AM",48.3931
"2012-02-10:12 AM",50.0565
"2012-02-11:12 AM",41.7024
"2012-02-12:12 AM",35.9164
"2012-02-13:12 AM",43.6714
"2012-02-14:12 AM",52.7932
"2012-02-15:12 AM",57.5816
