"DateTime","(deg F) Mean Temperature (CFSR) at Oklahoma, 2010-01-01 to 2019-03-14"
"2011-05-24:12 AM",78.2488
"2011-05-25:12 AM",71.3995
"2011-05-26:12 AM",66.2671
"2011-05-27:12 AM",74.2615
"2011-05-28:12 AM",81.4165
"2011-05-29:12 AM",84.5231
"2011-05-30:12 AM",84.1208
"2011-05-31:12 AM",83.0012
"2011-06-01:12 AM",82.6034
"2011-06-02:12 AM",84.8453
"2011-06-03:12 AM",87.084
"2011-06-04:12 AM",85.8409
"2011-06-05:12 AM",85.2501
"2011-06-06:12 AM",86.2882
"2011-06-07:12 AM",87.3657
"2011-06-08:12 AM",88.5486
"2011-06-09:12 AM",87.5428
"2011-06-10:12 AM",85.0894
"2011-06-11:12 AM",82.6263
"2011-06-12:12 AM",85.6762
"2011-06-13:12 AM",91.4211
"2011-06-14:12 AM",91.3255
"2011-06-15:12 AM",86.698
"2011-06-16:12 AM",89.5307
"2011-06-17:12 AM",93.7497
"2011-06-18:12 AM",91.6644
"2011-06-19:12 AM",92.345
"2011-06-20:12 AM",89.6994
"2011-06-21:12 AM",82.5244
"2011-06-22:12 AM",83.3261
"2011-06-23:12 AM",86.4235
"2011-06-24:12 AM",89.2053
"2011-06-25:12 AM",91.8331
"2011-06-26:12 AM",93.5137
"2011-06-27:12 AM",93.7026
"2011-06-28:12 AM",88.1847
"2011-06-29:12 AM",90.9329
"2011-06-30:12 AM",92.4787
"2011-07-01:12 AM",90.739
"2011-07-02:12 AM",90.6379
"2011-07-03:12 AM",90.3463
"2011-07-04:12 AM",89.9577
"2011-07-05:12 AM",91.8937
"2011-07-06:12 AM",92.2728
"2011-07-07:12 AM",92.7979
"2011-07-08:12 AM",89.8302
"2011-07-09:12 AM",94.4454
"2011-07-10:12 AM",95.6165
"2011-07-11:12 AM",92.7316
"2011-07-12:12 AM",90.5934
"2011-07-13:12 AM",86.7414
"2011-07-14:12 AM",90.4296
"2011-07-15:12 AM",93.5053
"2011-07-16:12 AM",93.423
"2011-07-17:12 AM",91.9954
"2011-07-18:12 AM",91.1203
"2011-07-19:12 AM",90.5128
"2011-07-20:12 AM",92.2192
"2011-07-21:12 AM",92.3243
"2011-07-22:12 AM",92.5864
"2011-07-23:12 AM",93.6081
"2011-07-24:12 AM",94.3893
"2011-07-25:12 AM",91.2618
"2011-07-26:12 AM",91.71
"2011-07-27:12 AM",95.2599
"2011-07-28:12 AM",93.6237
"2011-07-29:12 AM",90.0414
"2011-07-30:12 AM",89.526
"2011-07-31:12 AM",93.2203
"2011-08-01:12 AM",95.236
"2011-08-02:12 AM",97.061
"2011-08-03:12 AM",96.5347
"2011-08-04:12 AM",95.4729
"2011-08-05:12 AM",96.447
"2011-08-06:12 AM",94.0802
"2011-08-07:12 AM",92.2885
"2011-08-08:12 AM",94.7737
"2011-08-09:12 AM",90.8402
"2011-08-10:12 AM",88.743
"2011-08-11:12 AM",85.4388
"2011-08-12:12 AM",86.7828
"2011-08-13:12 AM",85.3003
"2011-08-14:12 AM",84.9621
"2011-08-15:12 AM",85.8398
"2011-08-16:12 AM",91.8099
"2011-08-17:12 AM",90.4188
"2011-08-18:12 AM",90.4228
"2011-08-19:12 AM",94.2805
"2011-08-20:12 AM",91.3993
"2011-08-21:12 AM",88.1101
"2011-08-22:12 AM",88.2964
"2011-08-23:12 AM",91.8554
"2011-08-24:12 AM",94.9851
"2011-08-25:12 AM",88.9977
"2011-08-26:12 AM",87.0984
"2011-08-27:12 AM",88.2858
"2011-08-28:12 AM",91.7499
"2011-08-29:12 AM",90.0417
"2011-08-30:12 AM",89.4502
"2011-08-31:12 AM",93.8656
"2011-09-01:12 AM",92.3553
"2011-09-02:12 AM",88.403
"2011-09-03:12 AM",87.0163
"2011-09-04:12 AM",75.3726
"2011-09-05:12 AM",69.1169
"2011-09-06:12 AM",67.7624
"2011-09-07:12 AM",67.5867
"2011-09-08:12 AM",69.6292
"2011-09-09:12 AM",69.0996
"2011-09-10:12 AM",72.4541
"2011-09-11:12 AM",74.208
"2011-09-12:12 AM",80.2261
"2011-09-13:12 AM",86.8339
"2011-09-14:12 AM",75.3103
"2011-09-15:12 AM",58.9372
"2011-09-16:12 AM",58.6567
"2011-09-17:12 AM",69.4531
"2011-09-18:12 AM",75.133
"2011-09-19:12 AM",71.0506
"2011-09-20:12 AM",70.8237
"2011-09-21:12 AM",70.1103
"2011-09-22:12 AM",62.9001
"2011-09-23:12 AM",64.7458
"2011-09-24:12 AM",71.8678
"2011-09-25:12 AM",70.4761
"2011-09-26:12 AM",65.9932
"2011-09-27:12 AM",70.1379
"2011-09-28:12 AM",73.1127
"2011-09-29:12 AM",76.7806
"2011-09-30:12 AM",65.9626
"2011-10-01:12 AM",62.8552
"2011-10-02:12 AM",65.6107
"2011-10-03:12 AM",69.9813
"2011-10-04:12 AM",71.6059
"2011-10-05:12 AM",69.5482
"2011-10-06:12 AM",74.0763
"2011-10-07:12 AM",74.8573
"2011-10-08:12 AM",73.9611
"2011-10-09:12 AM",65.6946
"2011-10-10:12 AM",61.1542
"2011-10-11:12 AM",64.4061
"2011-10-12:12 AM",67.7829
"2011-10-13:12 AM",63.4665
"2011-10-14:12 AM",64.3087
"2011-10-15:12 AM",65.5093
"2011-10-16:12 AM",71.4029
"2011-10-17:12 AM",65.2613
"2011-10-18:12 AM",53.8524
"2011-10-19:12 AM",49.8893
"2011-10-20:12 AM",48.2779
"2011-10-21:12 AM",55.8691
"2011-10-22:12 AM",61.1481
"2011-10-23:12 AM",61.7407
"2011-10-24:12 AM",64.4886
"2011-10-25:12 AM",70.6104
"2011-10-26:12 AM",61.7972
"2011-10-27:12 AM",47.2721
"2011-10-28:12 AM",45.6278
"2011-10-29:12 AM",49.6868
"2011-10-30:12 AM",52.4338
"2011-10-31:12 AM",55.1413
"2011-11-01:12 AM",62.3982
"2011-11-02:12 AM",57.0382
"2011-11-03:12 AM",42.2607
"2011-11-04:12 AM",43.8796
"2011-11-05:12 AM",52.1105
"2011-11-06:12 AM",58.5064
"2011-11-07:12 AM",60.3991
"2011-11-08:12 AM",55.8653
"2011-11-09:12 AM",45.6451
"2011-11-10:12 AM",45.8928
"2011-11-11:12 AM",50.6993
"2011-11-12:12 AM",57.2954
"2011-11-13:12 AM",66.7373
"2011-11-14:12 AM",65.5491
"2011-11-15:12 AM",58.5259
"2011-11-16:12 AM",47.5813
"2011-11-17:12 AM",38.2869
"2011-11-18:12 AM",49.527
"2011-11-19:12 AM",61.3576
"2011-11-20:12 AM",45.8868
"2011-11-21:12 AM",40.336
"2011-11-22:12 AM",44.9209
"2011-11-23:12 AM",47.683
"2011-11-24:12 AM",51.4242
"2011-11-25:12 AM",54.3182
"2011-11-26:12 AM",51.2082
"2011-11-27:12 AM",37.6515
"2011-11-28:12 AM",37.0854
"2011-11-29:12 AM",41.423
"2011-11-30:12 AM",40.7977
"2011-12-01:12 AM",44.8115
"2011-12-02:12 AM",39.5064
"2011-12-03:12 AM",47.8587
"2011-12-04:12 AM",37.4142
"2011-12-05:12 AM",31.5318
"2011-12-06:12 AM",26.4229
"2011-12-07:12 AM",27.4275
"2011-12-08:12 AM",33.7226
"2011-12-09:12 AM",34.0988
"2011-12-10:12 AM",32.2752
"2011-12-11:12 AM",36.6539
"2011-12-12:12 AM",41.6161
"2011-12-13:12 AM",46.8738
"2011-12-14:12 AM",58.0672
"2011-12-15:12 AM",45.4811
"2011-12-16:12 AM",36.6415
"2011-12-17:12 AM",38.4631
"2011-12-18:12 AM",45.3481
"2011-12-19:12 AM",49.5887
"2011-12-20:12 AM",41.8057
"2011-12-21:12 AM",36.9698
"2011-12-22:12 AM",37.654
"2011-12-23:12 AM",31.4722
"2011-12-24:12 AM",33.0409
"2011-12-25:12 AM",35.8354
"2011-12-26:12 AM",38.9428
"2011-12-27:12 AM",38.764
"2011-12-28:12 AM",39.8797
"2011-12-29:12 AM",45.6165
"2011-12-30:12 AM",49.98
"2011-12-31:12 AM",52.398
"2012-01-01:12 AM",43.7328
"2012-01-02:12 AM",36.0617
"2012-01-03:12 AM",39.1338
"2012-01-04:12 AM",44.5834
"2012-01-05:12 AM",47.0813
"2012-01-06:12 AM",50.4271
"2012-01-07:12 AM",45.5625
"2012-01-08:12 AM",43.2428
"2012-01-09:12 AM",40.8713
"2012-01-10:12 AM",42.1619
"2012-01-11:12 AM",42.172
"2012-01-12:12 AM",29.8272
"2012-01-13:12 AM",33.3307
"2012-01-14:12 AM",40.6753
"2012-01-15:12 AM",46.9486
"2012-01-16:12 AM",59.616
"2012-01-17:12 AM",41.3787
"2012-01-18:12 AM",33.3208
"2012-01-19:12 AM",42.1707
"2012-01-20:12 AM",43.0615
"2012-01-21:12 AM",34.1348
"2012-01-22:12 AM",49.2553
"2012-01-23:12 AM",44.5078
"2012-01-24:12 AM",48.0076
"2012-01-25:12 AM",45.1893
"2012-01-26:12 AM",44.3779
"2012-01-27:12 AM",47.46
"2012-01-28:12 AM",39.6549
"2012-01-29:12 AM",42.5998
"2012-01-30:12 AM",50.3296
"2012-01-31:12 AM",57.0591
"2012-02-01:12 AM",52.2435
"2012-02-02:12 AM",51.3468
"2012-02-03:12 AM",56.7581
"2012-02-04:12 AM",43.8096
"2012-02-05:12 AM",37.7316
"2012-02-06:12 AM",38.5344
"2012-02-07:12 AM",40.7514
"2012-02-08:12 AM",35.5582
"2012-02-09:12 AM",36.3821
"2012-02-10:12 AM",36.5983
"2012-02-11:12 AM",24.6675
"2012-02-12:12 AM",26.6614
"2012-02-13:12 AM",32.5425
"2012-02-14:12 AM",35.4587
"2012-02-15:12 AM",46.7584
